Height,BlockTrust,ChainTrust
79991,59e672019,4b6c368ab6143
79992,59ed116f1,4b6c9077c7834
79993,1,4b6c9077c7835
79994,59dc32e0f,4b6cea53fa644
79995,1,4b6cea53fa645
79996,59dc4697c,4b6d443040fc1
79997,1,4b6d443040fc2
79998,59dcd0984,4b6d9e0d11946
79999,59af89535,4b6df7bc9ae7b
80000,59d22d3c9,4b6e518ec8244
80001,59b6695f7,4b6eab453183b
80002,59d590061,4b6f051ac189c
80003,1,4b6f051ac189d
80004,59f66f32a,4b6f5f1130bc7
80005,1,4b6f5f1130bc8
80006,59f6aa79a,4b6fb907db362
80007,59d4c908c,4b7012dca43ee
80008,59b965d43,4b706c960a131
80009,59ddceee0,4b70c673d9011
80010,59bd19529,4b712030f253a
80011,59e356eea,4b717a1449424
80012,5992ab376,4b71d3a6f479a
80013,59bc43075,4b722d633780f
80014,59b597222,4b728718cea31
80015,59b757238,4b72e0d025c69
80016,59b757238,4b733a877cea1
80017,59817346a,4b739408f030b
80018,598eb4b9a,4b73ed97a4ea5
80019,59977f7d4,4b74472f24679
80020,599eeeead,4b74a0ce13526
80021,598de52b7,4b74fa5bf87dd
80022,59a3f58ea,4b7553ffee0c7
80023,1,4b7553ffee0c8
80024,1,4b7553ffee0c9
80025,1,4b7553ffee0ca
80026,1,4b7553ffee0cb
80027,59c7e103e,4b75adc7cf109
80028,5912c9017,4b7606da98120
80029,593e08b5c,4b766018a0c7c
80030,596483f6a,4b76b97d24be6
80031,59591cdd2,4b7712d6419b8
80032,59852de5f,4b776c5b6f817
80033,1,4b776c5b6f818
80034,5997f8fd5,4b77c5f3687ed
80035,59a31fbb5,4b781f96883a2
80036,1,4b781f96883a3
80037,1,4b781f96883a4
80038,59ca62a04,4b787960eada8
80039,599adfd17,4b78d2fbcaabf
80040,59bc0a047,4b792cb7d4b06
80041,1,4b792cb7d4b07
80042,594d3ff4f,4b79860514a56
80043,593157821,4b79df366c277
80044,59407124f,4b7a3876dd4c6
80045,595db264d,4b7a91d48fb13
80046,5930113ba,4b7aeb04a0ecd
80047,5949e577b,4b7b444e86648
80048,1,4b7b444e86649
80049,5954c8188,4b7b9da34e7d1
80050,595d3f5bf,4b7bf7008dd90
80051,597fd8922,4b7c5080666b2
80052,595c55679,4b7ca9dcbbd2b
80053,598319c67,4b7d035fd5992
80054,1,4b7d035fd5993
80055,1,4b7d035fd5994
80056,59a525a5b,4b7d5d04fb3ef
80057,595ce5aca,4b7db661e0eb9
80058,5981afe89,4b7e0fe390d42
80059,5993cb2d2,4b7e69775c014
80060,5984ce07d,4b7ec2fc2a091
80061,599944338,4b7f1c956e3c9
80062,597b60c46,4b7f7610cf00f
80063,59645330b,4b7fcf752231a
80064,59857e1dc,4b8028faa04f6
80065,58d5eaa4b,4b8081d08af41
80066,58f1e7373,4b80dac2722b4
80067,1,4b80dac2722b5
80068,5911c5749,4b8133d4379fe
80069,1,4b8133d4379ff
80070,592ed0d1d,4b818d030871c
80071,5931d5c16,4b81e634de332
80072,59514423b,4b823f862256d
80073,596ec526c,4b8298f4e77d9
80074,5978761d3,4b82f26d5d9ac
80075,59223b383,4b834b8f98d2f
80076,594143308,4b83a4d0dc037
80077,5938700d1,4b83fe094c108
80078,592a43f9d,4b845733900a5
80079,5906bb03e,4b84b03a4b0e3
80080,1,4b84b03a4b0e4
80081,591ec6df2,4b85095911ed6
80082,58bedd5de,4b856217ef4b4
80083,1,4b856217ef4b5
80084,58c28bb0a,4b85bada7afbf
80085,585424779,4b86132e9f738
80086,1,4b86132e9f739
80087,5866e87b6,4b866b9587eef
80088,586e2b68c,4b86c403b357b
80089,58674bb25,4b871c6aff0a0
80090,58901f79d,4b8774fb1e83d
80091,58b6fd0d6,4b87cdb21b913
80092,58ca11abb,4b88267c2d3ce
80093,58b6de4f2,4b887f330b8c0
80094,58e22b12f,4b88d815369ef
80095,589cb4327,4b8930b1ead16
80096,58b1902a8,4b8989637afbe
80097,58d93e5ea,4b89e23cb95a8
80098,58e30508b,4b8a3b1fbe633
80099,58cfb7798,4b8a93ef75dcb
80100,58ec99b9b,4b8aecdc0f966
80101,590d10fac,4b8b45e920912
80102,1,4b8b45e920913
80103,1,4b8b45e920914
80104,59333d1ab,4b8b9f1c5dabf
80105,59322f1a5,4b8bf84e8cc64
80106,59569bb6f,4b8c51a5287d3
80107,591bfb71a,4b8caac123eed
80108,5925b5a7f,4b8d03e6d996c
80109,1,4b8d03e6d996d
80110,594f68f32,4b8d5d364289f
80111,59791c3cd,4b8db6af5ec6c
80112,59a0e8e04,4b8e105047a70
80113,5953b5679,4b8e69a3fd0e9
80114,5963d07b8,4b8ec307cd8a1
80115,598ba7882,4b8f1c9375123
80116,1,4b8f1c9375124
80117,599b0af17,4b8f762e8003b
80118,1,4b8f762e8003c
80119,59385aac6,4b8fcf66dab02
80120,591abd884,4b90288198386
80121,5940dc1c2,4b9081c274548
80122,590beca65,4b90dace60fad
80123,1,4b90dace60fae
80124,592b5f60e,4b9133f9c05bc
80125,1,4b9133f9c05bd
80126,592ec52b3,4b918d2885870
80127,58bf03d2b,4b91e5e78959b
80128,58e0c457f,4b923ec84db1a
80129,5907048b9,4b9297cf523d3
80130,1,4b9297cf523d4
80131,58ff913ae,4b92f0cee3782
80132,58f86c766,4b9349c74fee8
80133,58b595c2c,4b93a27ce5b14
80134,58ab50caa,4b93fb28367be
80135,58b96d986,4b9453e1a4144
80136,58e037904,4b94acc1dba48
80137,5909b57f4,4b9505cb9123c
80138,58eb421bc,4b955eb6d33f8
80139,59103e3c9,4b95b7c7117c1
80140,592d6f6f4,4b9610f480eb5
80141,595151c5f,4b966a45d2b14
80142,59260b073,4b96c36bddb87
80143,592862a48,4b971c94405cf
80144,594f84366,4b9775e3c4935
80145,5973aef3b,4b97cf5773870
80146,5966ae151,4b9828be219c1
80147,5991b65fe,4b98824fd7fbf
80148,59bbd4f05,4b98dc0bacec4
80149,1,4b98dc0bacec5
80150,59b232d37,4b9935bddfbfc
80151,5999b9ccd,4b998f57998c9
80152,59bbcd134,4b99e913669fd
80153,59e404872,4b9a42f76b26f
80154,59ab86769,4b9a9ca2f19d8
80155,59cec4cc2,4b9af671b669a
80156,59d1ceb18,4b9b5043851b2
80157,59d990bce,4b9baa1d15d80
80158,59db779a1,4b9c03f88d721
80159,1,4b9c03f88d722
80160,5a06073c5,4b9c5dfe94ae7
80161,59f2dc7fc,4b9cb7f1712e3
80162,5a01f0c17,4b9d11f361efa
80163,59b98d235,4b9d6bacef12f
80164,1,4b9d6bacef130
80165,59c6eb093,4b9dc573da1c3
80166,59b48fdd1,4b9e1f2869f94
80167,1,4b9e1f2869f95
80168,59840a647,4b9e78ac745dc
80169,5986516ed,4b9ed232c5cc9
80170,1,4b9ed232c5cca
80171,59aa91172,4b9f2bdd56e3c
80172,59ca15dc9,4b9f85a76cc05
80173,59dbcc5e3,4b9fdf83391e8
80174,59f954409,4ba0397c8d5f1
80175,5a0d831e0,4ba0938a107d1
80176,5a0ef75ab,4ba0ed9907d7c
80177,59e087035,4ba147798edb1
80178,59e93281b,4ba1a162c15cc
80179,59e711d60,4ba1fb49d332c
80180,5a08943cc,4ba25552676f8
80181,5a106d9e6,4ba2af62d50de
80182,59c496de0,4ba309276bebe
80183,59d3dca0d,4ba362fb488cb
80184,5991a8a9f,4ba3bc8cf136a
80185,1,4ba3bc8cf136b
80186,597de7e3e,4ba4160ad91a9
80187,1,4ba4160ad91aa
80188,592c15db8,4ba46f36eef62
80189,5926224fd,4ba4c85d1145f
80190,592fdebdc,4ba5218cf003b
80191,594e299a6,4ba57adb199e1
80192,594b5f181,4ba5d42678b62
80193,596a9b2d9,4ba62d9113e3b
80194,5993abd51,4ba68724bfb8c
80195,59be403f8,4ba6e0e2fff84
80196,59e34726b,4ba73ac6471ef
80197,5a0d1834f,4ba794d35f53e
80198,5a3a1f391,4ba7ef0d7e8cf
80199,1,4ba7ef0d7e8d0
80200,1,4ba7ef0d7e8d1
80201,5a4580632,4ba84952fef03
80202,59c1cccdf,4ba8a314cbbe2
80203,59d0ec323,4ba8fce5b7f05
80204,1,4ba8fce5b7f06
80205,59f84385c,4ba956ddfb762
80206,59e72983e,4ba9b0c524fa0
80207,5a02e0168,4baa0ac805108
80208,5a05ed83a,4baa64cdf2942
80209,5943d6989,4baabe11c92cb
80210,1,4baabe11c92cc
80211,5970ebdc6,4bab1782b5092
80212,597ab0d64,4bab70fd65df6
80213,1,4bab70fd65df7
80214,1,4bab70fd65df8
80215,59197db79,4babca16e3971
80216,58ceafac3,4bac22e593434
80217,58ef2e0c1,4bac7bd4c14f5
80218,1,4bac7bd4c14f6
80219,58f1f6aad,4bacd4c6b7fa3
80220,591064f80,4bad2dd71cf23
80221,59204ca66,4bad86f769989
80222,5909dc350,4bade00145cd9
80223,5932fb0ef,4bae393440dc8
80224,594c48b3a,4bae928089902
80225,59457eb7b,4baeebc60847d
80226,1,4baeebc60847e
80227,59679a333,4baf452da27b1
80228,597962994,4baf9ea705145
80229,599db1445,4baff844b658a
80230,59ba9c627,4bb051ff52bb1
80231,59c20db65,4bb0abc160716
80232,599ace2d1,4bb1055c2e9e7
80233,1,4bb1055c2e9e8
80234,598732767,4bb15ee36114f
80235,592d4c7c9,4bb1b810ad918
80236,1,4bb1b810ad919
80237,5907a717a,4bb2111854a93
80238,58771b7cf,4bb2698f70262
80239,5872ebccf,4bb2c2025bf31
80240,5849c854f,4bb31a4c24480
80241,5849f04bc,4bb372961493c
80242,586a9eca6,4bb3cb00b35e2
80243,588b6d2c1,4bb4238c208a3
80244,1,4bb4238c208a4
80245,58b4eac6d,4bb47c410b511
80246,58b3594ab,4bb4d4f4649bc
80247,58c2e42b2,4bb52db748c6e
80248,58b8044e0,4bb5866f4d14e
80249,1,4bb5866f4d14f
80250,58db90071,4bb5df4add1c0
80251,589f290c2,4bb637ea06282
80252,58cc5eafc,4bb690b664d7e
80253,58f8780ed,4bb6e9aedce6b
80254,58fe7ea60,4bb742ad5b8cb
80255,58bf4ce42,4bb79b6ca870d
80256,58dea48bd,4bb7f44b4cfca
80257,5903d6030,4bb84d4f22ffa
80258,591ba815f,4bb8a66acb159
80259,590eb5225,4bb8ff798037e
80260,58afe7c1a,4bb9582967f98
80261,1,4bb9582967f99
80262,58cc24ef4,4bb9b0f58ce8d
80263,58c4b79c8,4bba09ba44855
80264,1,4bba09ba44856
80265,58cbb548c,4bba6285f9ce2
80266,586cbcdf9,4bbabaf2b6adb
80267,5892b8051,4bbb13856eb2c
80268,58a130b7f,4bbb6c269f6ab
80269,58a1cc100,4bbbc4c86b7ab
80270,58844d9bc,4bbc1d4cb9167
80271,587e9e425,4bbc75cb5758c
80272,588163acb,4bbcce4cbb057
80273,58a359174,4bbd26f0141cb
80274,1,4bbd26f0141cc
80275,1,4bbd26f0141cd
80276,1,4bbd26f0141ce
80277,58c704599,4bbd7fb718767
80278,58238c827,4bbdd7daa4f8e
80279,584ad4abe,4bbe302579a4c
80280,58763a09b,4bbe889bb3ae7
80281,58a24e7b3,4bbee13e0229a
80282,58ccf6c5a,4bbf3a0af8ef4
80283,585ffe751,4bbf926af7645
80284,1,4bbf926af7646
80285,58672d2b2,4bbfead2248f8
80286,5868140b3,4bc0433a389ab
80287,588880db1,4bc09bc2b975c
80288,588bb9bcc,4bc0f44e73328
80289,1,4bc0f44e73329
80290,5888f5969,4bc14cd768c92
80291,58934d6b6,4bc1a56ab6348
80292,1,4bc1a56ab6349
80293,5867b8746,4bc1fdd26ea8f
80294,58588e380,4bc2562afce0f
80295,1,4bc2562afce10
80296,587e351ac,4bc2aea931fbc
80297,584a64627,4bc306f3965e3
80298,586742281,4bc35f5ad8864
80299,1,4bc35f5ad8865
80300,587e893a5,4bc3b7d961c0a
80301,1,4bc3b7d961c0b
80302,583c33af3,4bc41015956fe
80303,584ae99b6,4bc468607f0b4
80304,1,4bc468607f0b5
80305,58708a961,4bc4c0d109a16
80306,58320abcc,4bc51903145e2
80307,57eeac0e2,4bc570f1c06c4
80308,57d6e6d2a,4bc5c8c8a73ee
80309,57dff8849,4bc620a89fc37
80310,57ba10888,4bc67862b04bf
80311,57e3b0ba6,4bc6d04661065
80312,57fad4b1b,4bc7284135b80
80313,580f8a8e2,4bc78050c0462
80314,583abf29a,4bc7d88b7f6fc
80315,58541352f,4bc830df92c2b
80316,58706df16,4bc8895000b41
80317,1,4bc8895000b42
80318,58436bcc1,4bc8e1936c803
80319,585a11109,4bc939ed7d90c
80320,5856566e1,4bc99243d3fed
80321,58732330a,4bc9eab6f72f7
80322,58858efe3,4bca433c862da
80323,5881f8d89,4bca9bbe7f063
80324,586db50b2,4bcaf42c34115
80325,582422584,4bcb4c5056699
80326,580f0f7f6,4bcba45f65e8f
80327,1,4bcba45f65e90
80328,57cbde9c0,4bcbfc2b44850
80329,57ce1ac26,4bcc53f95f476
80330,57bd0b785,4bccabb66abfb
80331,57d89be1d,4bcd038f06a18
80332,57de5605b,4bcd5b6d5ca73
80333,57d5b970f,4bcdb34316182
80334,57c8f57ab,4bce0b0c0b92d
80335,57d98764e,4bce62e592f7b
80336,57b3b3fc0,4bceba9946f3b
80337,1,4bceba9946f3c
80338,57b1daceb,4bcf124b21c27
80339,575bb5c89,4bcf69a6d78b0
80340,576c20681,4bcfc112f7f31
80341,572cccf09,4bd0183fc4e3a
80342,57582a92c,4bd06f97ef766
80343,576694d19,4bd0c6fe8447f
80344,578f3d66b,4bd11e8dc1aea
80345,1,4bd11e8dc1aeb
80346,57a600713,4bd17633c21fe
80347,577b770e1,4bd1cdaf392df
80348,575af5e2b,4bd2250a2f10a
80349,5778c78cb,4bd27c82f69d5
80350,5760788b0,4bd2d3e36f285
80351,5778f6400,4bd32b5c65685
80352,577fff981,4bd382dc65006
80353,57a797772,4bd3da83fc778
80354,57b5897b9,4bd4323985f31
80355,57e1afd0b,4bd48a1b35c3c
80356,57e58de4f,4bd4e200c3a8b
80357,57feb6e0c,4bd539ff7a897
80358,57ffb06c4,4bd591ff2af5b
80359,582090485,4bd5ea1fbb3e0
80360,5841a1763,4bd642615cb43
80361,582bb56ae,4bd69a8d121f1
80362,5838d8ad1,4bd6f2c5eacc2
80363,585fcaf99,4bd74b25b5c5b
80364,1,4bd74b25b5c5c
80365,5874848fc,4bd7a39a3a558
80366,584ea8fd1,4bd7fbe8e3529
80367,587af7790,4bd85463dacb9
80368,587e5784b,4bd8ace232504
80369,5890797a3,4bd90572abca7
80370,58b107cf7,4bd95e23b399e
80371,1,4bd95e23b399f
80372,58c24c37c,4bd9b6e5ffd1b
80373,587d3aa92,4bda0f633a7ad
80374,58a377c80,4bda6806b242d
80375,58b58e137,4bdac0bc40564
80376,58dba9165,4bdb1997e96c9
80377,5907f0a0e,4bdb729fda0d7
80378,1,4bdb729fda0d8
80379,58fcba39a,4bdbcb9c94472
80380,58b3838d0,4bdc245017d42
80381,58aedec59,4bdc7cfef699b
80382,58d0e5d15,4bdcd5cfdc6b0
80383,1,4bdcd5cfdc6b1
80384,58f8a0a45,4bdd2ec87d0f6
80385,58f47dc6d,4bdd87bcfad63
80386,59216baf2,4bdde0de66855
80387,591632bc6,4bde39f49941b
80388,58f4f39fc,4bde92e98ce17
80389,591aefee4,4bdeec047ccfb
80390,594647206,4bdf454ac3f01
80391,1,4bdf454ac3f02
80392,59023bedc,4bdf9e4cffdde
80393,5915120bf,4bdff76211e9d
80394,1,4bdff76211e9e
80395,5929954a1,4be0508ba733f
80396,58abe683f,4be0a9378db7e
80397,58d1fd145,4be102098acc3
80398,1,4be102098acc4
80399,58be7b4e5,4be15ac8061a9
80400,582f833d5,4be1b2f78957e
80401,584c0ae92,4be20b4394410
80402,57ff9d846,4be2634331c56
80403,1,4be2634331c57
80404,58117e699,4be2bb54b02f0
80405,5815aa944,4be3136a5ac34
80406,57e7474bd,4be36b51a20f1
80407,5803f1993,4be3c35593a84
80408,582e4dc86,4be41b83e170a
80409,585049f64,4be473d42b66e
80410,586c8f0f4,4be4cc40ba762
80411,587a7b3d4,4be524bb35b36
80412,583600ffd,4be57cf136b33
80413,5850f9259,4be5d5422fd8c
80414,5879fb307,4be62dbc2b093
80415,587af58fb,4be686372098e
80416,58854c08f,4be6debc6ca1d
80417,588baa6c9,4be73748170e6
80418,5897bb936,4be78fdfd2a1c
80419,58921ecc2,4be7e871f16de
80420,58865f878,4be840f850f56
80421,1,4be840f850f57
80422,589c43186,4be89994940dd
80423,586ba817d,4be8f2003c25a
80424,5888439f0,4be94a887fc4a
80425,58923b86a,4be9a31abb4b4
80426,589981bed,4be9fbb43d0a1
80427,58b545120,4bea5469821c1
80428,58c4237bc,4beaad2da597d
80429,58f072787,4beb061e18104
80430,1,4beb061e18105
80431,58bb51f2d,4beb5ed96a032
80432,588f0f92e,4bebb76879960
80433,5882c9510,4bec0feb42e70
80434,587c9458e,4bec6867d73fe
80435,58a3a3e63,4becc10b7b261
80436,5892a2f38,4bed199e1e199
80437,58b982bc6,4bed7257a0d5f
80438,58c71b70b,4bedcb1ebc46a
80439,58b4babfd,4bee23d377067
80440,589293a0f,4bee7c660aa76
80441,58b06e2d9,4beed51678d4f
80442,58a0b225e,4bef2db72afad
80443,58c858f30,4bef867f83edd
80444,58de254a0,4befdf5da937d
80445,590817551,4bf03865c08ce
80446,59321d9f2,4bf09197de2c0
80447,594af5fa0,4bf0eae2d4260
80448,5962a02bb,4bf144457451b
80449,5953f9968,4bf19d996de83
80450,596f0f5ac,4bf1f7087d42f
80451,598a0696c,4bf2509283d9b
80452,59a16083c,4bf2aa33e45d7
80453,59c9ee7ef,4bf303fdd2dc6
80454,59de8845e,4bf35ddc5b224
80455,59ffb9293,4bf3b7dc144b7
80456,5a0b4cee8,4bf411e76139f
80457,5a30e8f78,4bf46c184a317
80458,5a3ce4db1,4bf4c6552f0c8
80459,5a02831f3,4bf52057b22bb
80460,59e283de8,4bf57a3a360a3
80461,5a0cf09c8,4bf5d44726a6b
80462,5a0c7bcec,4bf62e53a2757
80463,5a2829abb,4bf6887bcc212
80464,5a2e57b14,4bf6e2aa23d26
80465,5a5514047,4bf73cff37d6d
80466,5a665bf29,4bf7976593c96
80467,5a5e07e68,4bf7f1c39bafe
80468,5a69cfee3,4bf84c2d6b9e1
80469,5a8e1eb35,4bf8a6bb8a516
80470,5a9e99eec,4bf9015a24402
80471,5a15b28d5,4bf95b6fd6cd7
80472,1,4bf95b6fd6cd8
80473,1,4bf95b6fd6cd9
80474,5a3582ddc,4bf9b5a559ab5
80475,59dc71f6d,4bfa0f81cba22
80476,5a07da375,4bfa6989a5d97
80477,5a24e6570,4bfac3ae8c307
80478,5a38f9155,4bfb1de78545c
80479,5a5c97162,4bfb78441c5be
80480,5a88158cf,4bfbd2cc31e8d
80481,5ab56dd35,4bfc2d819fbc2
80482,1,4bfc2d819fbc3
80483,5ada9eb84,4bfc885c3e747
80484,5af7eedd4,4bfce3542d51b
80485,5b1db19f7,4bfd3e71def12
80486,5b49c858d,4bfd99bba749f
80487,5b55c1f50,4bfdf511693ef
80488,5b803f04c,4bfe5091a843b
80489,5b7c269ac,4bfeac0dcede7
80490,1,4bfeac0dcede8
80491,5ba602948,4bff07b3d1730
80492,5b74d15e3,4bff6328a2d13
80493,5b5fb8eb0,4bffbe885bbc3
80494,5b63aa15b,4c0019ec05d1e
80495,5b6ef4d54,4c00755afaa72
80496,5ba1f3153,4c00d0fcedbc5
80497,5baa18976,4c012ca70653b
80498,5bd22c85f,4c01887932d9a
80499,5bf92580b,4c01e472585a5
80500,5c1fb6ddf,4c0240920f384
80501,5c38989da,4c029ccaa7d5e
80502,5c3ec30db,4c02f9096ae39
80503,5c6e2276e,4c0355778d5a7
80504,5c7af7422,4c03b1f2849c9
80505,5ca9496cf,4c040e9bce098
80506,5cd591f04,4c046b715ff9c
80507,5cb22448b,4c04c82384427
80508,1,4c04c82384428
80509,5cd3abf0f,4c0524f730337
80510,1,4c0524f730338
80511,1,4c0524f730339
80512,5ca73f831,4c05819e6fb6a
80513,1,4c05819e6fb6b
80514,1,4c05819e6fb6c
80515,5c621b565,4c05de008b0d1
80516,5c03cabd0,4c063a0455ca1
80517,5bcf9e082,4c0695d3f3d23
80518,1,4c0695d3f3d24
80519,1,4c0695d3f3d25
80520,5bb7806c9,4c06f18b743ee
80521,5b9d3df66,4c074d28b2354
80522,5b83dd1da,4c07a8ac8f52e
80523,5b7dfc9bc,4c08042a8beea
80524,5ba5fc6d9,4c085fd0885c3
80525,1,4c085fd0885c4
80526,5ba7634fd,4c08bb77ebac1
80527,5b94e1672,4c09170ccd133
80528,5b57c74f0,4c09726494623
80529,1,4c09726494624
80530,5b74798f9,4c09cdd90df1d
80531,5b6ce64b0,4c0a2945f43cd
80532,5b16b264b,4c0a845ca6a18
80533,5b1802ac7,4c0adf74a94df
80534,5b1363c89,4c0b3a880d168
80535,5b23592b9,4c0b95ab66421
80536,5b497d11c,4c0bf0f4e353d
80537,5b6fc5069,4c0c4c64a85a6
80538,5b6a5d6dc,4c0ca7cf05c82
80539,5b882b66c,4c0d0357312ee
80540,5b8235e59,4c0d5ed967147
80541,5ba32696c,4c0dba7c8dab3
80542,1,4c0dba7c8dab4
80543,5b9aa206b,4c0e16172fb1f
80544,5b9b7d3d8,4c0e71b2acef7
80545,5bc24bed1,4c0ecd74f8dc8
80546,5bc048043,4c0f293540e0b
80547,5be23de74,4c0f85177ec7f
80548,5bb5cd120,4c0fe0cd4bd9f
80549,5b80f2e67,4c103c4e3ec06
80550,5b8b7c603,4c1097d9bb209
80551,5b7f2f2c2,4c10f358ea4cb
80552,5ba52b452,4c114efe1591d
80553,1,4c114efe1591e
80554,5bb2aa4ba,4c11aab0bfdd8
80555,5bc55f524,4c1206761f2fc
80556,5bbf8f0cf,4c126235ae3cb
80557,5be71f3e0,4c12be1ccd7ab
80558,5c0dfa716,4c131a2ac7ec1
80559,5c37c8fcf,4c13766290e90
80560,5c3908bda,4c13d29b99a6a
80561,5c5fa1f8b,4c142efb3b9f5
80562,5c4721a5b,4c148b425d450
80563,5c4c0dba3,4c14e78e6aff3
80564,1,4c14e78e6aff4
80565,5c7a47de4,4c154408b2dd8
80566,5c98d2c2b,4c15a0a185a03
80567,5cc437526,4c15fd65bcf29
80568,5cdd9614e,4c165a4353077
80569,5d05b7260,4c16b7490a2d7
80570,5c8f211c3,4c1713d82b49a
80571,5ca4ea404,4c17707d1589e
80572,1,4c17707d1589f
80573,5cceea221,4c17cd4bffac0
80574,5cc82c29c,4c182a142bd5c
80575,5c17d7822,4c18862c0357e
80576,5c1cfcb13,4c18e24900091
80577,5c2eff37b,4c193e77ff40c
80578,5c55d0913,4c199acdcfd1f
80579,5bfb95424,4c19f6c965143
80580,5c1f59a13,4c1a52e8beb56
80581,5c4cc8e9b,4c1aaf35879f1
80582,5c5dbc9eb,4c1b0b93443dc
80583,5c5513284,4c1b67e857660
80584,5c60e0b8a,4c1bc449381ea
80585,5c5bf695a,4c1c20a52eb44
80586,5c699091c,4c1c7d0ebf460
80587,5c3b650a9,4c1cd94a24509
80588,5c3d1d5d2,4c1d358741adb
80589,5c55900aa,4c1d91dcd1b85
80590,5c61fe2a8,4c1dee3ecfe2d
80591,1,4c1dee3ecfe2e
80592,5c6e952f3,4c1e4aad65121
80593,1,4c1e4aad65122
80594,5c851ffbe,4c1ea732850e0
80595,5c8b3b94f,4c1f03bdc0a2f
80596,5c9faf8e6,4c1f605d70315
80597,5caa44fb7,4c1fbd07b52cc
80598,1,4c1fbd07b52cd
80599,5cd7e5719,4c2019df9a9e6
80600,5cdd65a80,4c2076bd00466
80601,1,4c2076bd00467
80602,5cde6cd8f,4c20d39b6d1f6
80603,5cbf0e178,4c21305a7b36e
80604,5cd3f15d5,4c218d2e6c943
80605,5c4b8262c,4c21e979eef6f
80606,1,4c21e979eef70
80607,1,4c21e979eef71
80608,5c17f47f2,4c224591e3763
80609,5bc00a5c2,4c22a151edd25
80610,5bcf58103,4c22fd2145e28
80611,5bd80b82b,4c2358f951653
80612,5c01ad36d,4c23b4fafe9c0
80613,5c2807892,4c24112306252
80614,5c3f0bc3c,4c246d6211e8e
80615,5c56ca5b4,4c24c9b8dc442
80616,5c847cfb4,4c25263d593f6
80617,1,4c25263d593f7
80618,5c958fa51,4c2582d2e8e48
80619,5c8ccd103,4c25df5fb5f4b
80620,5bdd88599,4c263b3d3e4e4
80621,5bfc44d7b,4c2697398325f
80622,5bdb1a2f4,4c26f3149d553
80623,5bd3f5844,4c274ee892d97
80624,5b8c1e03e,4c27aa74b0dd5
80625,5bb245b51,4c280626f6926
80626,5bb59bc9f,4c2861dc925c5
80627,5bcf4fd4f,4c28bdabe2314
80628,5bf6d2c86,4c2919a2b4f9a
80629,5c064fbbd,4c2975a904b57
80630,5b7f85041,4c29d12889b98
80631,5b8be8d10,4c2a2cb4728a8
80632,5ba086376,4c2a8854f8c1e
80633,5b57d5914,4c2ae3acce532
80634,5b79cdeca,4c2b3f269c3fc
80635,5b8a4b892,4c2b9ab0e7c8e
80636,1,4c2b9ab0e7c8f
80637,5ba6bf3ed,4c2bf657a707c
80638,5b9893914,4c2c51f03a990
80639,5bc17a435,4c2cadb1b4dc5
80640,5bc9f17cd,4c2d097ba6592
80641,5bc435327,4c2d653fdb8b9
80642,5be4623aa,4c2dc1243dc63
80643,5c040ef3d,4c2e1d284cba0
80644,5ba6bd31d,4c2e78cf09ebd
80645,5bba221d5,4c2ed4892c092
80646,5bd01da04,4c2f305949a96
80647,5bac4cc4a,4c2f8c05966e0
80648,5bc3f9936,4c2fe7c990016
80649,5bd07a3ce,4c30439a0a3e4
80650,5bfec54b3,4c309f98cf897
80651,5c2a09cab,4c30fbc2d9542
80652,5c4263cf3,4c3158053d235
80653,5c2567d12,4c31b42aa4f47
80654,5c41d0451,4c32106c75398
80655,5c479825b,4c326cb40d5f3
80656,5c747bb89,4c32c9288917c
80657,5c919d05d,4c3325ba261d9
80658,5cb15d004,4c33826b831dd
80659,5cd2cf0f1,4c33df3e522ce
80660,5cfb283cb,4c343c397a699
80661,1,4c343c397a69a
80662,5d23a6ab7,4c34995d21151
80663,5c616e660,4c34f5be8f7b1
80664,1,4c34f5be8f7b2
80665,5c1559d55,4c3551d3e9507
80666,5b878bdca,4c35ad5b752d1
80667,1,4c35ad5b752d2
80668,1,4c35ad5b752d3
80669,1,4c35ad5b752d4
80670,5baf7b6be,4c36090af0992
80671,5b3ff8b9e,4c36644ae9530
80672,5b658b57b,4c36bfb074aab
80673,1,4c36bfb074aac
80674,5b837f0fe,4c371b33f3baa
80675,5ac1b13cd,4c3775f5a4f77
80676,5aa21e403,4c37d097c337a
80677,5a9ee81f9,4c382b36ab573
80678,5ac8e7d7c,4c3885ff932ef
80679,5af049cef,4c38e0efdcfde
80680,5ad2698f6,4c393bc2468d4
80681,5af1cb768,4c3996b41203c
80682,5b065a44b,4c39f1ba6c487
80683,5ae6ea2e6,4c3a4ca15676d
80684,5b133534e,4c3aa7b48babb
80685,5b3d1cfda,4c3b02f1a8a95
80686,5b69e0fa2,4c3b5e5b89a37
80687,5b72b23b0,4c3bb9ce3bde7
80688,5b9831403,4c3c15666d1ea
80689,1,4c3c15666d1eb
80690,5b91d9717,4c3c70f846902
80691,5bad4d3f5,4c3ccca593cf7
80692,1,4c3ccca593cf8
80693,1,4c3ccca593cf9
80694,5bc206096,4c3d286799d8f
80695,5b6646f8f,4c3d83cde0d1e
80696,5bf74248b,4c3ddfc5231a9
80697,1,4c3ddfc5231aa
80698,5b189ca55,4c3e3addbfbff
80699,5af015509,4c3e95cdd5108
80700,5b02b5e39,4c3ef0d08af41
80701,5b28f53f0,4c3f4bf980331
80702,5b3374a4d,4c3fa72cf4d7e
